Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn)
Tromsø Plu;SN90451;19.10.2021;0,9
Tromsø Plu;SN90451;20.10.2021;0
Tromsø Plu;SN90451;21.10.2021;0,1
Tromsø Plu;SN90451;22.10.2021;0
Tromsø Plu;SN90451;23.10.2021;0
Tromsø Plu;SN90451;24.10.2021;2
Tromsø Plu;SN90451;25.10.2021;0
Tromsø Plu;SN90451;26.10.2021;0,5
Tromsø Plu;SN90451;27.10.2021;0
Tromsø Plu;SN90451;28.10.2021;0,1
Tromsø Plu;SN90451;29.10.2021;8
Tromsø Plu;SN90451;30.10.2021;2,2
Tromsø Plu;SN90451;31.10.2021;0
Tromsø Plu;SN90451;01.11.2021;0,1
Tromsø Plu;SN90451;15.05.2022;0,7
Tromsø Plu;SN90451;16.05.2022;0,5
Tromsø Plu;SN90451;17.05.2022;0
Tromsø Plu;SN90451;18.05.2022;5,3
Tromsø Plu;SN90451;19.05.2022;0
Tromsø Plu;SN90451;20.05.2022;0
Tromsø Plu;SN90451;21.05.2022;0
Tromsø Plu;SN90451;22.05.2022;0
Tromsø Plu;SN90451;23.05.2022;0
Tromsø Plu;SN90451;24.05.2022;0
Tromsø Plu;SN90451;25.05.2022;0
Tromsø Plu;SN90451;26.05.2022;0
Tromsø Plu;SN90451;27.05.2022;0
Tromsø Plu;SN90451;28.05.2022;0,2
Tromsø Plu;SN90451;29.05.2022;0,2
Tromsø Plu;SN90451;30.05.2022;0
Tromsø Plu;SN90451;31.05.2022;0
Tromsø Plu;SN90451;01.06.2022;0
Tromsø Plu;SN90451;02.06.2022;0
Tromsø Plu;SN90451;03.06.2022;0
Tromsø Plu;SN90451;04.06.2022;0,4
Tromsø Plu;SN90451;05.06.2022;1,5
Tromsø Plu;SN90451;06.06.2022;0,4
Tromsø Plu;SN90451;07.06.2022;0,3
Tromsø Plu;SN90451;08.06.2022;0,2
Tromsø Plu;SN90451;09.06.2022;0,2
Tromsø Plu;SN90451;10.06.2022;0,3
Tromsø Plu;SN90451;11.06.2022;0,7
Tromsø Plu;SN90451;12.06.2022;4,9
Tromsø Plu;SN90451;13.06.2022;0
Tromsø Plu;SN90451;14.06.2022;0,4
Tromsø Plu;SN90451;15.06.2022;0
Tromsø Plu;SN90451;16.06.2022;0
Tromsø Plu;SN90451;17.06.2022;0
Tromsø Plu;SN90451;18.06.2022;0
Tromsø Plu;SN90451;19.06.2022;0
Tromsø Plu;SN90451;20.06.2022;0
Tromsø Plu;SN90451;21.06.2022;1,4
Tromsø Plu;SN90451;22.06.2022;6,4
Tromsø Plu;SN90451;23.06.2022;0
Tromsø Plu;SN90451;24.06.2022;1,9
Tromsø Plu;SN90451;25.06.2022;0,3
Tromsø Plu;SN90451;26.06.2022;0
Tromsø Plu;SN90451;27.06.2022;0
Tromsø Plu;SN90451;28.06.2022;0
Tromsø Plu;SN90451;29.06.2022;0
Tromsø Plu;SN90451;30.06.2022;2,6
Tromsø Plu;SN90451;01.07.2022;0
Tromsø Plu;SN90451;02.07.2022;0
Tromsø Plu;SN90451;03.07.2022;1,3
Tromsø Plu;SN90451;04.07.2022;7,6
Tromsø Plu;SN90451;05.07.2022;0
Tromsø Plu;SN90451;06.07.2022;29,5
Tromsø Plu;SN90451;07.07.2022;1,7
Tromsø Plu;SN90451;08.07.2022;3,1
Tromsø Plu;SN90451;09.07.2022;0,1
Tromsø Plu;SN90451;10.07.2022;0
Tromsø Plu;SN90451;11.07.2022;0,4
Tromsø Plu;SN90451;12.07.2022;0
Tromsø Plu;SN90451;13.07.2022;0
Tromsø Plu;SN90451;14.07.2022;0,9
Tromsø Plu;SN90451;15.07.2022;24,6
Tromsø Plu;SN90451;16.07.2022;1,3
Tromsø Plu;SN90451;17.07.2022;11,5
Tromsø Plu;SN90451;18.07.2022;2,4
Tromsø Plu;SN90451;19.07.2022;0
Tromsø Plu;SN90451;20.07.2022;0
Tromsø Plu;SN90451;21.07.2022;0
Tromsø Plu;SN90451;22.07.2022;5,4
Tromsø Plu;SN90451;23.07.2022;2,1
Tromsø Plu;SN90451;24.07.2022;0
Tromsø Plu;SN90451;25.07.2022;0
Tromsø Plu;SN90451;26.07.2022;0
Tromsø Plu;SN90451;27.07.2022;11,5
Tromsø Plu;SN90451;28.07.2022;26
Tromsø Plu;SN90451;29.07.2022;0,1
Tromsø Plu;SN90451;30.07.2022;0
Tromsø Plu;SN90451;31.07.2022;0
Tromsø Plu;SN90451;01.08.2022;0
Tromsø Plu;SN90451;02.08.2022;0
Tromsø Plu;SN90451;03.08.2022;4,7
Tromsø Plu;SN90451;04.08.2022;0
Tromsø Plu;SN90451;05.08.2022;1
Tromsø Plu;SN90451;23.08.2022;5,7
Tromsø Plu;SN90451;24.08.2022;4,2
Tromsø Plu;SN90451;25.08.2022;0
Tromsø Plu;SN90451;26.08.2022;0
Tromsø Plu;SN90451;27.08.2022;0,9
Tromsø Plu;SN90451;28.08.2022;16,5
Tromsø Plu;SN90451;29.08.2022;12,7
Tromsø Plu;SN90451;30.08.2022;0
Tromsø Plu;SN90451;31.08.2022;4
Tromsø Plu;SN90451;01.09.2022;0
Tromsø Plu;SN90451;02.09.2022;0
Tromsø Plu;SN90451;03.09.2022;0
Tromsø Plu;SN90451;04.09.2022;0
Tromsø Plu;SN90451;05.09.2022;0
Tromsø Plu;SN90451;06.09.2022;2,3
Tromsø Plu;SN90451;07.09.2022;1,5
Tromsø Plu;SN90451;08.09.2022;0
Tromsø Plu;SN90451;09.09.2022;0,1
Tromsø Plu;SN90451;10.09.2022;0,1
Tromsø Plu;SN90451;11.09.2022;0
Tromsø Plu;SN90451;12.09.2022;13
Tromsø Plu;SN90451;13.09.2022;0
Tromsø Plu;SN90451;14.09.2022;0
Tromsø Plu;SN90451;15.09.2022;2,5
Tromsø Plu;SN90451;16.09.2022;0
Tromsø Plu;SN90451;17.09.2022;0
Tromsø Plu;SN90451;18.09.2022;1
Tromsø Plu;SN90451;19.09.2022;0
Tromsø Plu;SN90451;20.09.2022;0
Tromsø Plu;SN90451;21.09.2022;0,4
Tromsø Plu;SN90451;23.09.2022;0,2
Tromsø Plu;SN90451;25.09.2022;0,6
Tromsø Plu;SN90451;26.09.2022;0
Tromsø Plu;SN90451;27.09.2022;0,1
Tromsø Plu;SN90451;28.09.2022;0
Tromsø Plu;SN90451;29.09.2022;0
Tromsø Plu;SN90451;30.09.2022;0
Tromsø Plu;SN90451;01.10.2022;0
Tromsø Plu;SN90451;02.10.2022;0
Tromsø Plu;SN90451;03.10.2022;0
Tromsø Plu;SN90451;04.10.2022;2,2
Tromsø Plu;SN90451;05.10.2022;0
Tromsø Plu;SN90451;01.04.2023;6,3
Tromsø Plu;SN90451;02.04.2023;0,2
Tromsø Plu;SN90451;03.04.2023;0,1
Tromsø Plu;SN90451;04.04.2023;4,9
Tromsø Plu;SN90451;05.04.2023;0,9
Tromsø Plu;SN90451;06.04.2023;0
Tromsø Plu;SN90451;07.04.2023;0
Tromsø Plu;SN90451;08.04.2023;1,6
Tromsø Plu;SN90451;09.04.2023;0,2
Tromsø Plu;SN90451;10.04.2023;0
Tromsø Plu;SN90451;11.04.2023;0
Tromsø Plu;SN90451;12.04.2023;0
Tromsø Plu;SN90451;13.04.2023;0
Tromsø Plu;SN90451;14.04.2023;0
Tromsø Plu;SN90451;15.04.2023;0
Tromsø Plu;SN90451;16.04.2023;0
Tromsø Plu;SN90451;17.04.2023;2
Tromsø Plu;SN90451;18.04.2023;3,4
Tromsø Plu;SN90451;19.04.2023;3,5
Tromsø Plu;SN90451;20.04.2023;10,9
Tromsø Plu;SN90451;21.04.2023;0,4
Tromsø Plu;SN90451;22.04.2023;3,4
Tromsø Plu;SN90451;23.04.2023;8,5
Tromsø Plu;SN90451;24.04.2023;4
Tromsø Plu;SN90451;25.04.2023;0
Tromsø Plu;SN90451;26.04.2023;0
Tromsø Plu;SN90451;27.04.2023;0
Tromsø Plu;SN90451;28.04.2023;0
Tromsø Plu;SN90451;29.04.2023;0
Tromsø Plu;SN90451;30.04.2023;0
Tromsø Plu;SN90451;01.05.2023;0,1
Tromsø Plu;SN90451;02.05.2023;0,2
Tromsø Plu;SN90451;03.05.2023;1
Tromsø Plu;SN90451;04.05.2023;0
Tromsø Plu;SN90451;05.05.2023;1,5
Tromsø Plu;SN90451;06.05.2023;4,4
Tromsø Plu;SN90451;07.05.2023;0
Tromsø Plu;SN90451;08.05.2023;1,4
Tromsø Plu;SN90451;09.05.2023;0,5
Tromsø Plu;SN90451;19.05.2023;0,4
Tromsø Plu;SN90451;20.05.2023;2,4
Tromsø Plu;SN90451;21.05.2023;0
Tromsø Plu;SN90451;22.05.2023;0,7
Tromsø Plu;SN90451;23.05.2023;0
Tromsø Plu;SN90451;24.05.2023;2,3
Tromsø Plu;SN90451;25.05.2023;0,1
Tromsø Plu;SN90451;26.05.2023;1,3
Tromsø Plu;SN90451;27.05.2023;4,8
Tromsø Plu;SN90451;28.05.2023;7
Tromsø Plu;SN90451;29.05.2023;4
Tromsø Plu;SN90451;30.05.2023;8,2
Tromsø Plu;SN90451;31.05.2023;2
Tromsø Plu;SN90451;01.06.2023;1,8
Tromsø Plu;SN90451;02.06.2023;1
Tromsø Plu;SN90451;03.06.2023;0
Tromsø Plu;SN90451;04.06.2023;0
Tromsø Plu;SN90451;05.06.2023;0
Tromsø Plu;SN90451;06.06.2023;0
Tromsø Plu;SN90451;07.06.2023;0
Tromsø Plu;SN90451;08.06.2023;0
Tromsø Plu;SN90451;09.06.2023;0
Tromsø Plu;SN90451;10.06.2023;0
Tromsø Plu;SN90451;11.06.2023;0
Tromsø Plu;SN90451;12.06.2023;1,2
Tromsø Plu;SN90451;13.06.2023;1,1
Tromsø Plu;SN90451;14.06.2023;0
Tromsø Plu;SN90451;15.06.2023;0
Tromsø Plu;SN90451;16.06.2023;0
Tromsø Plu;SN90451;17.06.2023;0
Tromsø Plu;SN90451;18.06.2023;0
Tromsø Plu;SN90451;19.06.2023;0
Tromsø Plu;SN90451;20.06.2023;0
Tromsø Plu;SN90451;21.06.2023;0
Tromsø Plu;SN90451;22.06.2023;0
Tromsø Plu;SN90451;23.06.2023;0
Tromsø Plu;SN90451;24.06.2023;0
Tromsø Plu;SN90451;25.06.2023;5
Tromsø Plu;SN90451;26.06.2023;0
Tromsø Plu;SN90451;27.06.2023;0
Tromsø Plu;SN90451;28.06.2023;0
Tromsø Plu;SN90451;29.06.2023;0
Tromsø Plu;SN90451;30.06.2023;0
Tromsø Plu;SN90451;01.07.2023;0
Tromsø Plu;SN90451;02.07.2023;0
Tromsø Plu;SN90451;03.07.2023;0,2
Tromsø Plu;SN90451;04.07.2023;0
Tromsø Plu;SN90451;05.07.2023;0
Tromsø Plu;SN90451;06.07.2023;0
Tromsø Plu;SN90451;07.07.2023;0
Tromsø Plu;SN90451;08.07.2023;0
Tromsø Plu;SN90451;09.07.2023;0
Tromsø Plu;SN90451;10.07.2023;0
Tromsø Plu;SN90451;11.07.2023;0
Tromsø Plu;SN90451;12.07.2023;0
Tromsø Plu;SN90451;13.07.2023;0
Tromsø Plu;SN90451;14.07.2023;0,1
Tromsø Plu;SN90451;15.07.2023;1,5
Tromsø Plu;SN90451;16.07.2023;0
Tromsø Plu;SN90451;17.07.2023;4,4
Tromsø Plu;SN90451;18.07.2023;3,6
Tromsø Plu;SN90451;19.07.2023;0,6
Tromsø Plu;SN90451;20.07.2023;0,1
Tromsø Plu;SN90451;21.07.2023;0
Tromsø Plu;SN90451;22.07.2023;0
Tromsø Plu;SN90451;23.07.2023;0
Tromsø Plu;SN90451;24.07.2023;0
Tromsø Plu;SN90451;25.07.2023;0
Tromsø Plu;SN90451;26.07.2023;0
Tromsø Plu;SN90451;27.07.2023;0
Tromsø Plu;SN90451;28.07.2023;0
Tromsø Plu;SN90451;29.07.2023;0
Tromsø Plu;SN90451;30.07.2023;0
Tromsø Plu;SN90451;31.07.2023;0
Tromsø Plu;SN90451;01.08.2023;0,1
Tromsø Plu;SN90451;02.08.2023;0,2
Tromsø Plu;SN90451;03.08.2023;0
Tromsø Plu;SN90451;04.08.2023;0
Tromsø Plu;SN90451;05.08.2023;0,8
Tromsø Plu;SN90451;06.08.2023;0
Tromsø Plu;SN90451;07.08.2023;0,1
Tromsø Plu;SN90451;08.08.2023;5,1
Tromsø Plu;SN90451;09.08.2023;0
Tromsø Plu;SN90451;10.08.2023;0
Tromsø Plu;SN90451;11.08.2023;2,7
Tromsø Plu;SN90451;12.08.2023;0
Tromsø Plu;SN90451;13.08.2023;0
Tromsø Plu;SN90451;14.08.2023;0
Tromsø Plu;SN90451;15.08.2023;1,8
Tromsø Plu;SN90451;16.08.2023;3
Tromsø Plu;SN90451;17.08.2023;2,5
Tromsø Plu;SN90451;18.08.2023;0
Tromsø Plu;SN90451;19.08.2023;0,9
Tromsø Plu;SN90451;20.08.2023;0
Tromsø Plu;SN90451;21.08.2023;0
Tromsø Plu;SN90451;22.08.2023;0,1
Tromsø Plu;SN90451;23.08.2023;2,4
Tromsø Plu;SN90451;24.08.2023;0
Tromsø Plu;SN90451;25.08.2023;0
Tromsø Plu;SN90451;26.08.2023;0
Tromsø Plu;SN90451;27.08.2023;0,1
Tromsø Plu;SN90451;28.08.2023;0
Tromsø Plu;SN90451;29.08.2023;0,1
Tromsø Plu;SN90451;30.08.2023;10,8
Tromsø Plu;SN90451;31.08.2023;0,5
Tromsø Plu;SN90451;01.09.2023;0,1
Tromsø Plu;SN90451;02.09.2023;1,8
Tromsø Plu;SN90451;03.09.2023;0
Tromsø Plu;SN90451;04.09.2023;8
Tromsø Plu;SN90451;05.09.2023;11,7
Tromsø Plu;SN90451;06.09.2023;32,8
Tromsø Plu;SN90451;07.09.2023;3,7
Tromsø Plu;SN90451;08.09.2023;1,3
Tromsø Plu;SN90451;09.09.2023;2,7
Tromsø Plu;SN90451;10.09.2023;2,3
Tromsø Plu;SN90451;11.09.2023;5,5
Tromsø Plu;SN90451;12.09.2023;8,6
Tromsø Plu;SN90451;13.09.2023;2,2
Tromsø Plu;SN90451;14.09.2023;7,4
Tromsø Plu;SN90451;15.09.2023;0,9
Tromsø Plu;SN90451;16.09.2023;0
Tromsø Plu;SN90451;17.09.2023;3,3
Tromsø Plu;SN90451;18.09.2023;9,3
Tromsø Plu;SN90451;19.09.2023;14
Tromsø Plu;SN90451;20.09.2023;0
Tromsø Plu;SN90451;21.09.2023;0
Tromsø Plu;SN90451;22.09.2023;2,4
Tromsø Plu;SN90451;23.09.2023;9,7
Tromsø Plu;SN90451;24.09.2023;0,4
Tromsø Plu;SN90451;25.09.2023;1,7
Tromsø Plu;SN90451;26.09.2023;7
Tromsø Plu;SN90451;27.09.2023;15,5
Tromsø Plu;SN90451;28.09.2023;2,1
Tromsø Plu;SN90451;29.09.2023;0
Tromsø Plu;SN90451;30.09.2023;5,6
Tromsø Plu;SN90451;01.10.2023;1,7
Tromsø Plu;SN90451;02.10.2023;5,4
Tromsø Plu;SN90451;03.10.2023;0,1
Tromsø Plu;SN90451;04.10.2023;4,9
Tromsø Plu;SN90451;05.10.2023;8
Tromsø Plu;SN90451;06.10.2023;14,8
Tromsø Plu;SN90451;07.10.2023;6,7
Tromsø Plu;SN90451;08.10.2023;11,5
Tromsø Plu;SN90451;09.10.2023;5,2
Tromsø Plu;SN90451;10.10.2023;0
Tromsø Plu;SN90451;11.10.2023;0
Tromsø Plu;SN90451;12.10.2023;0,1
Tromsø Plu;SN90451;13.10.2023;3,1
Tromsø Plu;SN90451;14.10.2023;1,1
Tromsø Plu;SN90451;15.10.2023;0
Tromsø Plu;SN90451;16.10.2023;7,1
Tromsø Plu;SN90451;17.10.2023;0,6
Tromsø Plu;SN90451;18.10.2023;0
Tromsø Plu;SN90451;19.10.2023;0
Tromsø Plu;SN90451;20.10.2023;0,9
Tromsø Plu;SN90451;21.10.2023;0
Tromsø Plu;SN90451;22.10.2023;0
Tromsø Plu;SN90451;23.10.2023;0
Tromsø Plu;SN90451;24.10.2023;0
Tromsø Plu;SN90451;25.10.2023;0,1
Tromsø Plu;SN90451;26.10.2023;0,1
Tromsø Plu;SN90451;27.10.2023;0
Tromsø Plu;SN90451;28.10.2023;0
Tromsø Plu;SN90451;29.10.2023;0,1
Tromsø Plu;SN90451;30.10.2023;0
Tromsø Plu;SN90451;31.10.2023;0
Tromsø Plu;SN90451;01.11.2023;0,2
Data er gyldig per 20.02.2025 (CC BY 4.0), Meteorologisk institutt (MET);;;
