Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn)
Tromsø Plu;SN90451;28.10.2016;0
Tromsø Plu;SN90451;29.10.2016;0
Tromsø Plu;SN90451;30.10.2016;2,7
Tromsø Plu;SN90451;31.10.2016;3,6
Tromsø Plu;SN90451;01.11.2016;0
Tromsø Plu;SN90451;02.11.2016;0
Tromsø Plu;SN90451;03.11.2016;0
Tromsø Plu;SN90451;04.11.2016;0
Tromsø Plu;SN90451;05.11.2016;0
Tromsø Plu;SN90451;06.11.2016;0
Tromsø Plu;SN90451;07.11.2016;0
Tromsø Plu;SN90451;08.11.2016;0
Tromsø Plu;SN90451;09.11.2016;0
Tromsø Plu;SN90451;10.11.2016;0
Tromsø Plu;SN90451;11.11.2016;0
Tromsø Plu;SN90451;12.11.2016;0
Tromsø Plu;SN90451;13.11.2016;2,7
Tromsø Plu;SN90451;14.11.2016;0,5
Tromsø Plu;SN90451;15.11.2016;0,7
Tromsø Plu;SN90451;16.11.2016;2,5
Tromsø Plu;SN90451;17.11.2016;0
Tromsø Plu;SN90451;18.11.2016;0
Tromsø Plu;SN90451;19.11.2016;0
Tromsø Plu;SN90451;20.11.2016;0
Tromsø Plu;SN90451;21.11.2016;0
Tromsø Plu;SN90451;22.11.2016;0
Tromsø Plu;SN90451;23.11.2016;0
Tromsø Plu;SN90451;24.11.2016;1,9
Tromsø Plu;SN90451;25.11.2016;0
Tromsø Plu;SN90451;26.11.2016;0
Tromsø Plu;SN90451;27.11.2016;1,9
Tromsø Plu;SN90451;28.11.2016;4,7
Tromsø Plu;SN90451;29.11.2016;2,3
Tromsø Plu;SN90451;30.11.2016;5,5
Tromsø Plu;SN90451;01.12.2016;5,2
Tromsø Plu;SN90451;02.12.2016;1,1
Tromsø Plu;SN90451;03.12.2016;0
Tromsø Plu;SN90451;04.12.2016;1,9
Tromsø Plu;SN90451;05.12.2016;5,7
Tromsø Plu;SN90451;06.12.2016;0,9
Tromsø Plu;SN90451;07.12.2016;14,9
Tromsø Plu;SN90451;08.12.2016;9,8
Tromsø Plu;SN90451;09.12.2016;6,6
Tromsø Plu;SN90451;10.12.2016;4,2
Tromsø Plu;SN90451;11.12.2016;0,6
Tromsø Plu;SN90451;12.12.2016;3,1
Tromsø Plu;SN90451;13.12.2016;6,2
Tromsø Plu;SN90451;14.12.2016;6,2
Tromsø Plu;SN90451;15.12.2016;15
Tromsø Plu;SN90451;16.12.2016;6,6
Tromsø Plu;SN90451;17.12.2016;8,6
Tromsø Plu;SN90451;18.12.2016;9,1
Tromsø Plu;SN90451;19.12.2016;8,5
Tromsø Plu;SN90451;20.12.2016;3,6
Tromsø Plu;SN90451;21.12.2016;1,5
Tromsø Plu;SN90451;22.12.2016;1,4
Tromsø Plu;SN90451;23.12.2016;4,2
Tromsø Plu;SN90451;24.12.2016;3,7
Tromsø Plu;SN90451;25.12.2016;0,4
Tromsø Plu;SN90451;26.12.2016;0,1
Tromsø Plu;SN90451;27.12.2016;4,2
Tromsø Plu;SN90451;28.12.2016;7,4
Tromsø Plu;SN90451;29.12.2016;13,1
Tromsø Plu;SN90451;30.12.2016;8,8
Tromsø Plu;SN90451;31.12.2016;5,1
Tromsø Plu;SN90451;01.01.2017;5,5
Tromsø Plu;SN90451;02.01.2017;1,7
Tromsø Plu;SN90451;03.01.2017;0,4
Tromsø Plu;SN90451;04.01.2017;0
Tromsø Plu;SN90451;05.01.2017;0
Tromsø Plu;SN90451;06.01.2017;0
Tromsø Plu;SN90451;07.01.2017;4,1
Tromsø Plu;SN90451;08.01.2017;5,6
Tromsø Plu;SN90451;09.01.2017;11,5
Tromsø Plu;SN90451;10.01.2017;4,6
Tromsø Plu;SN90451;11.01.2017;0
Tromsø Plu;SN90451;12.01.2017;0
Tromsø Plu;SN90451;13.01.2017;0
Tromsø Plu;SN90451;14.01.2017;0,1
Tromsø Plu;SN90451;15.01.2017;0
Tromsø Plu;SN90451;16.01.2017;0,4
Tromsø Plu;SN90451;17.01.2017;1,1
Tromsø Plu;SN90451;18.01.2017;4,8
Tromsø Plu;SN90451;19.01.2017;13,4
Tromsø Plu;SN90451;20.01.2017;8,1
Tromsø Plu;SN90451;21.01.2017;5,5
Tromsø Plu;SN90451;22.01.2017;4,2
Tromsø Plu;SN90451;23.01.2017;2,6
Tromsø Plu;SN90451;24.01.2017;0,2
Tromsø Plu;SN90451;25.01.2017;0,2
Tromsø Plu;SN90451;26.01.2017;10,1
Tromsø Plu;SN90451;27.01.2017;25,6
Tromsø Plu;SN90451;28.01.2017;0
Tromsø Plu;SN90451;29.01.2017;1,3
Tromsø Plu;SN90451;30.01.2017;5,9
Tromsø Plu;SN90451;31.01.2017;0,7
Tromsø Plu;SN90451;01.02.2017;2,1
Tromsø Plu;SN90451;02.02.2017;0,4
Tromsø Plu;SN90451;03.02.2017;0
Tromsø Plu;SN90451;04.02.2017;0
Tromsø Plu;SN90451;05.02.2017;0
Tromsø Plu;SN90451;06.02.2017;0
Tromsø Plu;SN90451;07.02.2017;0
Tromsø Plu;SN90451;08.02.2017;0
Tromsø Plu;SN90451;09.02.2017;0
Tromsø Plu;SN90451;10.02.2017;0
Tromsø Plu;SN90451;11.02.2017;0
Tromsø Plu;SN90451;12.02.2017;0,5
Tromsø Plu;SN90451;13.02.2017;10,4
Tromsø Plu;SN90451;14.02.2017;5,6
Tromsø Plu;SN90451;15.02.2017;0,3
Tromsø Plu;SN90451;16.02.2017;1,2
Tromsø Plu;SN90451;17.02.2017;4,4
Tromsø Plu;SN90451;18.02.2017;7,1
Tromsø Plu;SN90451;19.02.2017;2
Tromsø Plu;SN90451;20.02.2017;2,3
Tromsø Plu;SN90451;21.02.2017;15,1
Tromsø Plu;SN90451;22.02.2017;6
Tromsø Plu;SN90451;23.02.2017;1,1
Tromsø Plu;SN90451;24.02.2017;4,5
Tromsø Plu;SN90451;25.02.2017;7,2
Tromsø Plu;SN90451;26.02.2017;3
Tromsø Plu;SN90451;27.02.2017;4,7
Tromsø Plu;SN90451;28.02.2017;0,1
Tromsø Plu;SN90451;01.03.2017;0
Tromsø Plu;SN90451;02.03.2017;0
Tromsø Plu;SN90451;03.03.2017;0,2
Tromsø Plu;SN90451;04.03.2017;2,7
Tromsø Plu;SN90451;05.03.2017;0,3
Tromsø Plu;SN90451;06.03.2017;0
Tromsø Plu;SN90451;07.03.2017;0
Tromsø Plu;SN90451;08.03.2017;0
Tromsø Plu;SN90451;09.03.2017;0
Tromsø Plu;SN90451;10.03.2017;0
Tromsø Plu;SN90451;11.03.2017;13,2
Tromsø Plu;SN90451;12.03.2017;8
Tromsø Plu;SN90451;13.03.2017;0
Tromsø Plu;SN90451;14.03.2017;0,1
Tromsø Plu;SN90451;15.03.2017;0
Tromsø Plu;SN90451;16.03.2017;6,7
Tromsø Plu;SN90451;17.03.2017;1,4
Tromsø Plu;SN90451;18.03.2017;3,5
Tromsø Plu;SN90451;19.03.2017;1,7
Tromsø Plu;SN90451;20.03.2017;0,3
Tromsø Plu;SN90451;21.03.2017;0
Tromsø Plu;SN90451;22.03.2017;0
Tromsø Plu;SN90451;23.03.2017;1
Tromsø Plu;SN90451;24.03.2017;3,8
Tromsø Plu;SN90451;25.03.2017;0,3
Tromsø Plu;SN90451;26.03.2017;5,7
Tromsø Plu;SN90451;27.03.2017;14,4
Tromsø Plu;SN90451;28.03.2017;5,4
Tromsø Plu;SN90451;29.03.2017;15,5
Tromsø Plu;SN90451;30.03.2017;5,1
Tromsø Plu;SN90451;31.03.2017;2,9
Tromsø Plu;SN90451;01.04.2017;3
Tromsø Plu;SN90451;02.04.2017;0,7
Tromsø Plu;SN90451;03.04.2017;0
Tromsø Plu;SN90451;04.04.2017;17,7
Tromsø Plu;SN90451;05.04.2017;6,5
Tromsø Plu;SN90451;06.04.2017;4,1
Tromsø Plu;SN90451;07.04.2017;1,6
Tromsø Plu;SN90451;08.04.2017;0,4
Tromsø Plu;SN90451;09.04.2017;0
Tromsø Plu;SN90451;10.04.2017;0,3
Tromsø Plu;SN90451;11.04.2017;0,6
Tromsø Plu;SN90451;12.04.2017;0,8
Tromsø Plu;SN90451;13.04.2017;0
Tromsø Plu;SN90451;14.04.2017;0
Tromsø Plu;SN90451;15.04.2017;0
Tromsø Plu;SN90451;16.04.2017;0
Tromsø Plu;SN90451;17.04.2017;0
Tromsø Plu;SN90451;18.04.2017;0
Tromsø Plu;SN90451;19.04.2017;5
Tromsø Plu;SN90451;20.04.2017;0,7
Tromsø Plu;SN90451;21.04.2017;0,4
Tromsø Plu;SN90451;22.04.2017;6,1
Tromsø Plu;SN90451;23.04.2017;1,6
Tromsø Plu;SN90451;24.04.2017;0
Tromsø Plu;SN90451;25.04.2017;0
Tromsø Plu;SN90451;26.04.2017;0
Tromsø Plu;SN90451;27.04.2017;0
Tromsø Plu;SN90451;28.04.2017;0
Tromsø Plu;SN90451;29.04.2017;0
Tromsø Plu;SN90451;30.04.2017;0
Tromsø Plu;SN90451;01.05.2017;1,9
Tromsø Plu;SN90451;02.05.2017;15,2
Tromsø Plu;SN90451;03.05.2017;1,6
Tromsø Plu;SN90451;04.05.2017;0,5
Tromsø Plu;SN90451;05.05.2017;0,3
Tromsø Plu;SN90451;06.05.2017;1,2
Tromsø Plu;SN90451;07.05.2017;5,6
Tromsø Plu;SN90451;08.05.2017;3
Tromsø Plu;SN90451;09.05.2017;0,7
Tromsø Plu;SN90451;10.05.2017;0
Tromsø Plu;SN90451;11.05.2017;0
Tromsø Plu;SN90451;12.05.2017;0
Tromsø Plu;SN90451;13.05.2017;0
Tromsø Plu;SN90451;14.05.2017;0
Tromsø Plu;SN90451;15.05.2017;0
Tromsø Plu;SN90451;16.05.2017;0
Tromsø Plu;SN90451;17.05.2017;0
Tromsø Plu;SN90451;18.05.2017;1,1
Tromsø Plu;SN90451;19.05.2017;0
Tromsø Plu;SN90451;20.05.2017;2,1
Tromsø Plu;SN90451;21.05.2017;0,7
Tromsø Plu;SN90451;22.05.2017;1,5
Tromsø Plu;SN90451;23.05.2017;1,5
Tromsø Plu;SN90451;24.05.2017;0
Tromsø Plu;SN90451;25.05.2017;4,7
Tromsø Plu;SN90451;26.05.2017;0,5
Tromsø Plu;SN90451;27.05.2017;0
Tromsø Plu;SN90451;28.05.2017;0
Tromsø Plu;SN90451;29.05.2017;0
Tromsø Plu;SN90451;30.05.2017;6
Tromsø Plu;SN90451;31.05.2017;10,8
Tromsø Plu;SN90451;01.06.2017;0
Tromsø Plu;SN90451;02.06.2017;0
Tromsø Plu;SN90451;03.06.2017;0
Tromsø Plu;SN90451;04.06.2017;0
Tromsø Plu;SN90451;05.06.2017;0
Tromsø Plu;SN90451;06.06.2017;5
Tromsø Plu;SN90451;07.06.2017;0
Tromsø Plu;SN90451;08.06.2017;0
Tromsø Plu;SN90451;09.06.2017;0
Tromsø Plu;SN90451;10.06.2017;0
Tromsø Plu;SN90451;11.06.2017;0
Tromsø Plu;SN90451;12.06.2017;0
Tromsø Plu;SN90451;13.06.2017;0
Tromsø Plu;SN90451;14.06.2017;0
Tromsø Plu;SN90451;15.06.2017;0,9
Tromsø Plu;SN90451;16.06.2017;5,1
Tromsø Plu;SN90451;17.06.2017;0
Tromsø Plu;SN90451;18.06.2017;1,2
Tromsø Plu;SN90451;19.06.2017;3,9
Tromsø Plu;SN90451;20.06.2017;5,9
Tromsø Plu;SN90451;21.06.2017;0,2
Tromsø Plu;SN90451;22.06.2017;0,7
Tromsø Plu;SN90451;23.06.2017;0,2
Tromsø Plu;SN90451;24.06.2017;0
Tromsø Plu;SN90451;25.06.2017;0,3
Tromsø Plu;SN90451;26.06.2017;3
Tromsø Plu;SN90451;27.06.2017;0
Tromsø Plu;SN90451;28.06.2017;0,6
Tromsø Plu;SN90451;29.06.2017;0,6
Tromsø Plu;SN90451;30.06.2017;0,5
Tromsø Plu;SN90451;01.07.2017;0
Tromsø Plu;SN90451;02.07.2017;0,9
Tromsø Plu;SN90451;03.07.2017;1,5
Tromsø Plu;SN90451;04.07.2017;16,7
Tromsø Plu;SN90451;05.07.2017;0,6
Tromsø Plu;SN90451;06.07.2017;0
Tromsø Plu;SN90451;07.07.2017;2,4
Tromsø Plu;SN90451;30.07.2017;0
Tromsø Plu;SN90451;31.07.2017;9,5
Tromsø Plu;SN90451;01.08.2017;0
Tromsø Plu;SN90451;02.08.2017;4,7
Tromsø Plu;SN90451;03.08.2017;3,4
Tromsø Plu;SN90451;04.08.2017;1,2
Tromsø Plu;SN90451;05.08.2017;0
Tromsø Plu;SN90451;06.08.2017;0,2
Tromsø Plu;SN90451;07.08.2017;3
Tromsø Plu;SN90451;08.08.2017;0,3
Tromsø Plu;SN90451;09.08.2017;0,4
Tromsø Plu;SN90451;10.08.2017;0,4
Tromsø Plu;SN90451;11.08.2017;10,2
Tromsø Plu;SN90451;12.08.2017;1,4
Tromsø Plu;SN90451;13.08.2017;1,6
Tromsø Plu;SN90451;14.08.2017;2,1
Tromsø Plu;SN90451;15.08.2017;13,2
Tromsø Plu;SN90451;16.08.2017;2,3
Tromsø Plu;SN90451;17.08.2017;8,3
Tromsø Plu;SN90451;18.08.2017;3,3
Tromsø Plu;SN90451;19.08.2017;0
Tromsø Plu;SN90451;20.08.2017;0,8
Tromsø Plu;SN90451;21.08.2017;11,2
Tromsø Plu;SN90451;22.08.2017;1
Tromsø Plu;SN90451;23.08.2017;0,1
Tromsø Plu;SN90451;24.08.2017;0
Tromsø Plu;SN90451;25.08.2017;0
Tromsø Plu;SN90451;26.08.2017;3,9
Tromsø Plu;SN90451;27.08.2017;0,7
Tromsø Plu;SN90451;28.08.2017;0
Tromsø Plu;SN90451;29.08.2017;1,3
Tromsø Plu;SN90451;30.08.2017;0
Tromsø Plu;SN90451;31.08.2017;14,5
Tromsø Plu;SN90451;01.09.2017;1,5
Tromsø Plu;SN90451;02.09.2017;0,5
Tromsø Plu;SN90451;03.09.2017;0,3
Tromsø Plu;SN90451;04.09.2017;0
Tromsø Plu;SN90451;05.09.2017;0
Tromsø Plu;SN90451;06.09.2017;0
Tromsø Plu;SN90451;07.09.2017;0
Tromsø Plu;SN90451;08.09.2017;0
Tromsø Plu;SN90451;09.09.2017;0
Tromsø Plu;SN90451;10.09.2017;0
Tromsø Plu;SN90451;11.09.2017;0
Tromsø Plu;SN90451;12.09.2017;0
Tromsø Plu;SN90451;13.09.2017;0
Tromsø Plu;SN90451;14.09.2017;0
Tromsø Plu;SN90451;15.09.2017;0
Tromsø Plu;SN90451;16.09.2017;0,4
Tromsø Plu;SN90451;17.09.2017;0
Tromsø Plu;SN90451;18.09.2017;2,2
Tromsø Plu;SN90451;19.09.2017;0
Tromsø Plu;SN90451;20.09.2017;0
Tromsø Plu;SN90451;21.09.2017;0
Tromsø Plu;SN90451;22.09.2017;0
Tromsø Plu;SN90451;23.09.2017;0
Tromsø Plu;SN90451;24.09.2017;0
Tromsø Plu;SN90451;25.09.2017;0
Tromsø Plu;SN90451;26.09.2017;0
Tromsø Plu;SN90451;27.09.2017;0
Tromsø Plu;SN90451;28.09.2017;0,1
Tromsø Plu;SN90451;29.09.2017;0,1
Tromsø Plu;SN90451;30.09.2017;0
Tromsø Plu;SN90451;01.10.2017;0
Tromsø Plu;SN90451;02.10.2017;0
Tromsø Plu;SN90451;03.10.2017;0
Tromsø Plu;SN90451;04.10.2017;0,5
Tromsø Plu;SN90451;05.10.2017;0
Tromsø Plu;SN90451;06.10.2017;0
Tromsø Plu;SN90451;07.10.2017;0,6
Tromsø Plu;SN90451;08.10.2017;0
Tromsø Plu;SN90451;09.10.2017;1,6
Tromsø Plu;SN90451;10.10.2017;0
Tromsø Plu;SN90451;11.10.2017;0
Tromsø Plu;SN90451;12.10.2017;0
Tromsø Plu;SN90451;13.10.2017;0
Tromsø Plu;SN90451;14.10.2017;0
Tromsø Plu;SN90451;15.10.2017;1,2
Tromsø Plu;SN90451;16.10.2017;0
Tromsø Plu;SN90451;17.10.2017;21,2
Tromsø Plu;SN90451;18.10.2017;2,7
Tromsø Plu;SN90451;19.10.2017;15,1
Tromsø Plu;SN90451;20.10.2017;1,3
Tromsø Plu;SN90451;21.10.2017;0,2
Tromsø Plu;SN90451;22.10.2017;0
Tromsø Plu;SN90451;23.10.2017;0
Tromsø Plu;SN90451;24.10.2017;0
Tromsø Plu;SN90451;25.10.2017;0
Tromsø Plu;SN90451;26.10.2017;0
Tromsø Plu;SN90451;27.10.2017;1,1
Tromsø Plu;SN90451;28.10.2017;8,3
Tromsø Plu;SN90451;29.10.2017;3,2
Tromsø Plu;SN90451;04.11.2017;11,7
Tromsø Plu;SN90451;05.11.2017;5,1
Tromsø Plu;SN90451;06.11.2017;0,2
Tromsø Plu;SN90451;15.04.2018;0
Tromsø Plu;SN90451;16.04.2018;0
Tromsø Plu;SN90451;17.04.2018;0
Tromsø Plu;SN90451;18.04.2018;0
Tromsø Plu;SN90451;19.04.2018;3,2
Tromsø Plu;SN90451;20.04.2018;1,8
Tromsø Plu;SN90451;21.04.2018;2,5
Tromsø Plu;SN90451;22.04.2018;0
Tromsø Plu;SN90451;23.04.2018;0
Tromsø Plu;SN90451;24.04.2018;0,3
Tromsø Plu;SN90451;25.04.2018;5,7
Tromsø Plu;SN90451;26.04.2018;1,1
Tromsø Plu;SN90451;27.04.2018;1,1
Tromsø Plu;SN90451;28.04.2018;4,2
Tromsø Plu;SN90451;29.04.2018;1,9
Tromsø Plu;SN90451;30.04.2018;0
Tromsø Plu;SN90451;01.05.2018;0,3
Tromsø Plu;SN90451;02.05.2018;0
Tromsø Plu;SN90451;03.05.2018;0
Tromsø Plu;SN90451;04.05.2018;0
Tromsø Plu;SN90451;05.05.2018;0
Tromsø Plu;SN90451;06.05.2018;0,4
Tromsø Plu;SN90451;07.05.2018;2
Tromsø Plu;SN90451;08.05.2018;5,2
Tromsø Plu;SN90451;09.05.2018;0
Tromsø Plu;SN90451;10.05.2018;0
Tromsø Plu;SN90451;11.05.2018;0
Tromsø Plu;SN90451;12.05.2018;2,6
Tromsø Plu;SN90451;13.05.2018;0
Tromsø Plu;SN90451;14.05.2018;0
Tromsø Plu;SN90451;15.05.2018;0
Tromsø Plu;SN90451;16.05.2018;0
Tromsø Plu;SN90451;17.05.2018;0
Tromsø Plu;SN90451;18.05.2018;2
Tromsø Plu;SN90451;19.05.2018;0,9
Tromsø Plu;SN90451;20.05.2018;0,2
Tromsø Plu;SN90451;21.05.2018;4,9
Tromsø Plu;SN90451;22.05.2018;0,1
Tromsø Plu;SN90451;23.05.2018;7,7
Tromsø Plu;SN90451;24.05.2018;2
Tromsø Plu;SN90451;25.05.2018;0
Tromsø Plu;SN90451;26.05.2018;0,6
Tromsø Plu;SN90451;27.05.2018;2,8
Tromsø Plu;SN90451;28.05.2018;0,5
Tromsø Plu;SN90451;29.05.2018;0,5
Tromsø Plu;SN90451;30.05.2018;5,2
Tromsø Plu;SN90451;31.05.2018;0,5
Tromsø Plu;SN90451;01.06.2018;0,7
Tromsø Plu;SN90451;02.06.2018;0
Tromsø Plu;SN90451;03.06.2018;1,8
Tromsø Plu;SN90451;04.06.2018;15,1
Tromsø Plu;SN90451;05.06.2018;11,3
Tromsø Plu;SN90451;06.06.2018;4,5
Tromsø Plu;SN90451;07.06.2018;4
Tromsø Plu;SN90451;08.06.2018;0,8
Tromsø Plu;SN90451;09.06.2018;1,9
Tromsø Plu;SN90451;10.06.2018;2
Tromsø Plu;SN90451;11.06.2018;4,7
Tromsø Plu;SN90451;12.06.2018;2,6
Tromsø Plu;SN90451;13.06.2018;1,4
Tromsø Plu;SN90451;14.06.2018;0,6
Tromsø Plu;SN90451;15.06.2018;1,8
Tromsø Plu;SN90451;16.06.2018;1,3
Tromsø Plu;SN90451;17.06.2018;1,1
Tromsø Plu;SN90451;18.06.2018;0
Tromsø Plu;SN90451;19.06.2018;3,8
Tromsø Plu;SN90451;20.06.2018;3,2
Tromsø Plu;SN90451;21.06.2018;8,7
Tromsø Plu;SN90451;22.06.2018;2,1
Tromsø Plu;SN90451;23.06.2018;4,7
Tromsø Plu;SN90451;24.06.2018;16,9
Tromsø Plu;SN90451;25.06.2018;0,8
Tromsø Plu;SN90451;26.06.2018;1,7
Tromsø Plu;SN90451;27.06.2018;11,4
Tromsø Plu;SN90451;28.06.2018;11,7
Tromsø Plu;SN90451;29.06.2018;3,7
Tromsø Plu;SN90451;30.06.2018;1,7
Tromsø Plu;SN90451;01.07.2018;0,5
Tromsø Plu;SN90451;02.07.2018;0,4
Tromsø Plu;SN90451;03.07.2018;0
Tromsø Plu;SN90451;04.07.2018;0,5
Tromsø Plu;SN90451;05.07.2018;0
Tromsø Plu;SN90451;06.07.2018;0
Tromsø Plu;SN90451;07.07.2018;1,5
Tromsø Plu;SN90451;08.07.2018;0,6
Tromsø Plu;SN90451;09.07.2018;0,1
Tromsø Plu;SN90451;10.07.2018;0
Tromsø Plu;SN90451;11.07.2018;0
Tromsø Plu;SN90451;12.07.2018;0
Tromsø Plu;SN90451;13.07.2018;0
Tromsø Plu;SN90451;14.07.2018;0
Tromsø Plu;SN90451;15.07.2018;0
Tromsø Plu;SN90451;16.07.2018;1
Tromsø Plu;SN90451;17.07.2018;0
Tromsø Plu;SN90451;18.07.2018;0
Tromsø Plu;SN90451;19.07.2018;0
Tromsø Plu;SN90451;20.07.2018;9
Tromsø Plu;SN90451;21.07.2018;0
Tromsø Plu;SN90451;22.07.2018;1,1
Tromsø Plu;SN90451;23.07.2018;0
Tromsø Plu;SN90451;24.07.2018;0,1
Tromsø Plu;SN90451;25.07.2018;1,5
Tromsø Plu;SN90451;26.07.2018;5,5
Tromsø Plu;SN90451;27.07.2018;2,4
Tromsø Plu;SN90451;28.07.2018;0
Tromsø Plu;SN90451;29.07.2018;0
Tromsø Plu;SN90451;30.07.2018;0
Tromsø Plu;SN90451;31.07.2018;0,6
Tromsø Plu;SN90451;01.08.2018;0
Tromsø Plu;SN90451;02.08.2018;11,2
Tromsø Plu;SN90451;03.08.2018;0
Tromsø Plu;SN90451;04.08.2018;0,1
Tromsø Plu;SN90451;05.08.2018;4,4
Tromsø Plu;SN90451;06.08.2018;0,1
Tromsø Plu;SN90451;07.08.2018;1
Tromsø Plu;SN90451;08.08.2018;0,1
Tromsø Plu;SN90451;09.08.2018;0,6
Tromsø Plu;SN90451;10.08.2018;11,2
Tromsø Plu;SN90451;11.08.2018;1,8
Tromsø Plu;SN90451;12.08.2018;3,3
Tromsø Plu;SN90451;13.08.2018;3
Tromsø Plu;SN90451;14.08.2018;0,3
Tromsø Plu;SN90451;15.08.2018;0,1
Tromsø Plu;SN90451;16.08.2018;0
Tromsø Plu;SN90451;17.08.2018;4,3
Tromsø Plu;SN90451;18.08.2018;5,7
Tromsø Plu;SN90451;19.08.2018;5,1
Tromsø Plu;SN90451;20.08.2018;14
Tromsø Plu;SN90451;21.08.2018;4,6
Tromsø Plu;SN90451;22.08.2018;12,1
Tromsø Plu;SN90451;23.08.2018;4,6
Tromsø Plu;SN90451;24.08.2018;0,1
Tromsø Plu;SN90451;25.08.2018;0,6
Tromsø Plu;SN90451;26.08.2018;6,3
Tromsø Plu;SN90451;27.08.2018;0
Tromsø Plu;SN90451;28.08.2018;3,7
Tromsø Plu;SN90451;29.08.2018;0
Tromsø Plu;SN90451;30.08.2018;0
Tromsø Plu;SN90451;31.08.2018;11,6
Tromsø Plu;SN90451;01.09.2018;0,8
Tromsø Plu;SN90451;02.09.2018;0,4
Tromsø Plu;SN90451;03.09.2018;2,5
Tromsø Plu;SN90451;04.09.2018;0,2
Tromsø Plu;SN90451;05.09.2018;2,7
Tromsø Plu;SN90451;06.09.2018;0
Tromsø Plu;SN90451;07.09.2018;0
Tromsø Plu;SN90451;08.09.2018;0
Tromsø Plu;SN90451;09.09.2018;0
Tromsø Plu;SN90451;10.09.2018;0
Tromsø Plu;SN90451;11.09.2018;0
Tromsø Plu;SN90451;12.09.2018;4,4
Tromsø Plu;SN90451;13.09.2018;0
Tromsø Plu;SN90451;14.09.2018;1
Tromsø Plu;SN90451;15.09.2018;9,7
Tromsø Plu;SN90451;16.09.2018;0
Tromsø Plu;SN90451;17.09.2018;1,7
Tromsø Plu;SN90451;18.09.2018;0
Tromsø Plu;SN90451;19.09.2018;0
Tromsø Plu;SN90451;20.09.2018;4
Tromsø Plu;SN90451;21.09.2018;8,6
Tromsø Plu;SN90451;22.09.2018;2,6
Tromsø Plu;SN90451;23.09.2018;9,2
Tromsø Plu;SN90451;24.09.2018;12,6
Tromsø Plu;SN90451;25.09.2018;11,9
Tromsø Plu;SN90451;26.09.2018;14,1
Tromsø Plu;SN90451;27.09.2018;5,4
Tromsø Plu;SN90451;28.09.2018;1,3
Tromsø Plu;SN90451;29.09.2018;2,6
Tromsø Plu;SN90451;30.09.2018;0,4
Tromsø Plu;SN90451;01.10.2018;0
Tromsø Plu;SN90451;02.10.2018;0
Tromsø Plu;SN90451;03.10.2018;0,1
Tromsø Plu;SN90451;04.10.2018;0,4
Tromsø Plu;SN90451;05.10.2018;0,6
Tromsø Plu;SN90451;06.10.2018;0
Tromsø Plu;SN90451;07.10.2018;9,6
Tromsø Plu;SN90451;08.10.2018;2,1
Tromsø Plu;SN90451;09.10.2018;0,1
Tromsø Plu;SN90451;10.10.2018;5,9
Tromsø Plu;SN90451;11.10.2018;0,9
Tromsø Plu;SN90451;12.10.2018;0
Tromsø Plu;SN90451;13.10.2018;0
Tromsø Plu;SN90451;14.10.2018;1,2
Tromsø Plu;SN90451;15.10.2018;12
Tromsø Plu;SN90451;16.10.2018;1,7
Tromsø Plu;SN90451;17.10.2018;6,5
Tromsø Plu;SN90451;18.10.2018;0,6
Tromsø Plu;SN90451;19.10.2018;8,8
Tromsø Plu;SN90451;20.10.2018;0,9
Tromsø Plu;SN90451;21.10.2018;0
Tromsø Plu;SN90451;22.10.2018;0
Tromsø Plu;SN90451;23.10.2018;4,8
Tromsø Plu;SN90451;24.10.2018;0
Tromsø Plu;SN90451;25.10.2018;0
Tromsø Plu;SN90451;26.10.2018;0
Tromsø Plu;SN90451;27.10.2018;0
Tromsø Plu;SN90451;28.10.2018;2,2
Tromsø Plu;SN90451;29.10.2018;0,1
Tromsø Plu;SN90451;30.10.2018;0
Tromsø Plu;SN90451;31.10.2018;0
Tromsø Plu;SN90451;01.11.2018;5,1
Tromsø Plu;SN90451;02.11.2018;3,8
Tromsø Plu;SN90451;03.11.2018;0
Tromsø Plu;SN90451;04.11.2018;0,2
Tromsø Plu;SN90451;05.11.2018;2,1
Tromsø Plu;SN90451;06.11.2018;7
Tromsø Plu;SN90451;07.11.2018;2
Tromsø Plu;SN90451;08.11.2018;0,1
Tromsø Plu;SN90451;09.11.2018;0
Tromsø Plu;SN90451;10.11.2018;0
Tromsø Plu;SN90451;11.11.2018;0
Tromsø Plu;SN90451;12.11.2018;1
Tromsø Plu;SN90451;13.11.2018;0
Tromsø Plu;SN90451;14.11.2018;0
Tromsø Plu;SN90451;15.11.2018;0
Tromsø Plu;SN90451;16.11.2018;0
Tromsø Plu;SN90451;17.11.2018;0
Tromsø Plu;SN90451;18.11.2018;0,1
Tromsø Plu;SN90451;19.11.2018;0
Tromsø Plu;SN90451;20.11.2018;3,1
Tromsø Plu;SN90451;21.11.2018;2,4
Tromsø Plu;SN90451;22.11.2018;2,7
Tromsø Plu;SN90451;23.11.2018;2,6
Tromsø Plu;SN90451;24.11.2018;15,6
Tromsø Plu;SN90451;25.11.2018;13,9
Tromsø Plu;SN90451;26.11.2018;8,8
Tromsø Plu;SN90451;27.11.2018;1,7
Tromsø Plu;SN90451;28.11.2018;6,2
Tromsø Plu;SN90451;29.11.2018;2,3
Tromsø Plu;SN90451;30.11.2018;3,2
Tromsø Plu;SN90451;01.12.2018;0,8
