Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Snødybde
Fv91 Breivikeidet;SN91010;26.02.2019;0,4;-
Fv91 Breivikeidet;SN91010;27.02.2019;1,4;-
Fv91 Breivikeidet;SN91010;28.02.2019;-5,3;-
Fv91 Breivikeidet;SN91010;01.03.2019;-6,2;-
Fv91 Breivikeidet;SN91010;02.03.2019;-14,9;-
Fv91 Breivikeidet;SN91010;03.03.2019;-9,2;-
Fv91 Breivikeidet;SN91010;04.03.2019;-8,7;-
Fv91 Breivikeidet;SN91010;05.03.2019;-8,1;-
Fv91 Breivikeidet;SN91010;06.03.2019;-5,3;-
Fv91 Breivikeidet;SN91010;07.03.2019;-9,8;0
Fv91 Breivikeidet;SN91010;08.03.2019;-13,6;82
Fv91 Breivikeidet;SN91010;09.03.2019;-3,8;80
Fv91 Breivikeidet;SN91010;10.03.2019;-10,2;78
Fv91 Breivikeidet;SN91010;11.03.2019;-10,1;77
Fv91 Breivikeidet;SN91010;12.03.2019;-5,1;86
Fv91 Breivikeidet;SN91010;13.03.2019;-8,4;89
Fv91 Breivikeidet;SN91010;14.03.2019;-4,4;86
Fv91 Breivikeidet;SN91010;15.03.2019;-4,2;84
Fv91 Breivikeidet;SN91010;16.03.2019;-3;88
Fv91 Breivikeidet;SN91010;17.03.2019;-3,2;88
Fv91 Breivikeidet;SN91010;18.03.2019;-4,5;86
Fv91 Breivikeidet;SN91010;19.03.2019;-3,2;85
Fv91 Breivikeidet;SN91010;20.03.2019;2,1;83
Fv91 Breivikeidet;SN91010;21.03.2019;1,8;83
Fv91 Breivikeidet;SN91010;22.03.2019;0,8;91
Fv91 Breivikeidet;SN91010;23.03.2019;4,7;87
Fv91 Breivikeidet;SN91010;24.03.2019;0,9;82
Fv91 Breivikeidet;SN91010;25.03.2019;-3,1;89
Fv91 Breivikeidet;SN91010;26.03.2019;-3,2;103
Fv91 Breivikeidet;SN91010;27.03.2019;1;104
Fv91 Breivikeidet;SN91010;28.03.2019;2,4;96
Fv91 Breivikeidet;SN91010;29.03.2019;0,3;91
Fv91 Breivikeidet;SN91010;30.03.2019;-0,3;100
Fv91 Breivikeidet;SN91010;31.03.2019;-0,9;-
Fv91 Breivikeidet;SN91010;01.04.2019;0,1;137
Fv91 Breivikeidet;SN91010;02.04.2019;1;127
Fv91 Breivikeidet;SN91010;03.04.2019;2,9;114
Fv91 Breivikeidet;SN91010;04.04.2019;-1,5;107
Fv91 Breivikeidet;SN91010;05.04.2019;-2,8;104
Fv91 Breivikeidet;SN91010;06.04.2019;0,2;102
Fv91 Breivikeidet;SN91010;07.04.2019;-1,3;103
Fv91 Breivikeidet;SN91010;08.04.2019;-1,5;104
Fv91 Breivikeidet;SN91010;12.04.2019;2,1;102
Fv91 Breivikeidet;SN91010;13.04.2019;2,9;96
Fv91 Breivikeidet;SN91010;14.04.2019;4,4;90
Fv91 Breivikeidet;SN91010;15.04.2019;4;84
Fv91 Breivikeidet;SN91010;16.04.2019;2,6;78
Fv91 Breivikeidet;SN91010;17.04.2019;1,9;74
Fv91 Breivikeidet;SN91010;18.04.2019;4,6;71
Fv91 Breivikeidet;SN91010;19.04.2019;4,9;67
Fv91 Breivikeidet;SN91010;20.04.2019;9,3;59
Fv91 Breivikeidet;SN91010;21.04.2019;5,5;46
Fv91 Breivikeidet;SN91010;22.04.2019;5,5;42
Fv91 Breivikeidet;SN91010;23.04.2019;7;37
Fv91 Breivikeidet;SN91010;24.04.2019;5,4;28
Fv91 Breivikeidet;SN91010;25.04.2019;5,7;26
Fv91 Breivikeidet;SN91010;26.04.2019;6,1;22
Fv91 Breivikeidet;SN91010;27.04.2019;5,8;14
Fv91 Breivikeidet;SN91010;28.04.2019;5,1;5
Fv91 Breivikeidet;SN91010;29.04.2019;3,5;-
Fv91 Breivikeidet;SN91010;30.04.2019;2,8;-
Fv91 Breivikeidet;SN91010;01.05.2019;1;-
Fv91 Breivikeidet;SN91010;02.05.2019;0,1;-
Fv91 Breivikeidet;SN91010;03.05.2019;-0,7;-
Fv91 Breivikeidet;SN91010;04.05.2019;-0,5;-
Fv91 Breivikeidet;SN91010;05.05.2019;0,2;-
Fv91 Breivikeidet;SN91010;06.05.2019;1,7;-
Fv91 Breivikeidet;SN91010;07.05.2019;5,3;-
Fv91 Breivikeidet;SN91010;08.05.2019;3,1;-
Fv91 Breivikeidet;SN91010;09.05.2019;4,4;-
Fv91 Breivikeidet;SN91010;10.05.2019;9,5;-
Fv91 Breivikeidet;SN91010;11.05.2019;9;-
Fv91 Breivikeidet;SN91010;12.05.2019;5;-
Fv91 Breivikeidet;SN91010;13.05.2019;3,7;-
Fv91 Breivikeidet;SN91010;14.05.2019;3,8;-
Fv91 Breivikeidet;SN91010;15.05.2019;4,7;-
Fv91 Breivikeidet;SN91010;16.05.2019;6,1;-
Fv91 Breivikeidet;SN91010;17.05.2019;7,9;-
Fv91 Breivikeidet;SN91010;18.05.2019;7;-
Fv91 Breivikeidet;SN91010;19.05.2019;7,4;-
Fv91 Breivikeidet;SN91010;20.05.2019;9,1;-
Fv91 Breivikeidet;SN91010;21.05.2019;7,8;-
Fv91 Breivikeidet;SN91010;22.05.2019;6,3;-
Fv91 Breivikeidet;SN91010;23.05.2019;6,7;-
Fv91 Breivikeidet;SN91010;24.05.2019;6,4;-
Fv91 Breivikeidet;SN91010;25.05.2019;4,8;-
Fv91 Breivikeidet;SN91010;26.05.2019;5;-
Fv91 Breivikeidet;SN91010;27.05.2019;6,6;-
Fv91 Breivikeidet;SN91010;28.05.2019;10,7;-
Fv91 Breivikeidet;SN91010;01.06.2019;5,7;-
Fv91 Breivikeidet;SN91010;02.06.2019;5,4;-
Fv91 Breivikeidet;SN91010;03.06.2019;7,1;-
Fv91 Breivikeidet;SN91010;04.06.2019;9,4;-
Fv91 Breivikeidet;SN91010;05.06.2019;9,6;-
Fv91 Breivikeidet;SN91010;06.06.2019;9,6;-
Fv91 Breivikeidet;SN91010;07.06.2019;10,3;-
Fv91 Breivikeidet;SN91010;08.06.2019;9,3;-
Fv91 Breivikeidet;SN91010;09.06.2019;9,3;-
Fv91 Breivikeidet;SN91010;10.06.2019;6,5;-
Fv91 Breivikeidet;SN91010;11.06.2019;5,9;-
Fv91 Breivikeidet;SN91010;12.06.2019;8,3;-
Fv91 Breivikeidet;SN91010;13.06.2019;9,5;-
Fv91 Breivikeidet;SN91010;14.06.2019;8,2;-
Fv91 Breivikeidet;SN91010;15.06.2019;10;-
Fv91 Breivikeidet;SN91010;16.06.2019;8,6;-
Fv91 Breivikeidet;SN91010;17.06.2019;9;-
Fv91 Breivikeidet;SN91010;18.06.2019;8,9;-
Fv91 Breivikeidet;SN91010;19.06.2019;7,2;-
Fv91 Breivikeidet;SN91010;20.06.2019;9,9;-
Fv91 Breivikeidet;SN91010;21.06.2019;13,7;-
Fv91 Breivikeidet;SN91010;22.06.2019;10;-
Fv91 Breivikeidet;SN91010;23.06.2019;9,9;-
Fv91 Breivikeidet;SN91010;24.06.2019;10,4;-
Fv91 Breivikeidet;SN91010;25.06.2019;10,1;-
Fv91 Breivikeidet;SN91010;26.06.2019;9,6;-
Fv91 Breivikeidet;SN91010;27.06.2019;6,6;-
Fv91 Breivikeidet;SN91010;28.06.2019;7,6;-
Fv91 Breivikeidet;SN91010;29.06.2019;5,2;-
Fv91 Breivikeidet;SN91010;30.06.2019;7,5;-
Fv91 Breivikeidet;SN91010;01.07.2019;9,8;-
Fv91 Breivikeidet;SN91010;02.07.2019;8,2;-
Fv91 Breivikeidet;SN91010;03.07.2019;8,9;-
Fv91 Breivikeidet;SN91010;04.07.2019;8,5;-
Fv91 Breivikeidet;SN91010;05.07.2019;10,8;-
Fv91 Breivikeidet;SN91010;06.07.2019;8,5;-
Fv91 Breivikeidet;SN91010;07.07.2019;14,5;-
Fv91 Breivikeidet;SN91010;08.07.2019;15,4;-
Fv91 Breivikeidet;SN91010;09.07.2019;11,8;-
Fv91 Breivikeidet;SN91010;10.07.2019;10,4;-
Fv91 Breivikeidet;SN91010;11.07.2019;10,8;-
Fv91 Breivikeidet;SN91010;12.07.2019;9,6;-
Fv91 Breivikeidet;SN91010;13.07.2019;11;-
Fv91 Breivikeidet;SN91010;14.07.2019;9,3;-
Fv91 Breivikeidet;SN91010;15.07.2019;9,5;-
Fv91 Breivikeidet;SN91010;16.07.2019;10,2;-
Fv91 Breivikeidet;SN91010;17.07.2019;9,8;-
Fv91 Breivikeidet;SN91010;18.07.2019;11,4;-
Fv91 Breivikeidet;SN91010;19.07.2019;15;-
Fv91 Breivikeidet;SN91010;20.07.2019;15,5;-
Fv91 Breivikeidet;SN91010;21.07.2019;17;-
Fv91 Breivikeidet;SN91010;22.07.2019;18,1;-
Fv91 Breivikeidet;SN91010;23.07.2019;15,1;-
Fv91 Breivikeidet;SN91010;24.07.2019;15,5;-
Fv91 Breivikeidet;SN91010;25.07.2019;14;-
Fv91 Breivikeidet;SN91010;26.07.2019;17,3;-
Fv91 Breivikeidet;SN91010;27.07.2019;12,6;-
Fv91 Breivikeidet;SN91010;28.07.2019;13;-
Fv91 Breivikeidet;SN91010;29.07.2019;10,7;-
Fv91 Breivikeidet;SN91010;30.07.2019;9,5;-
Fv91 Breivikeidet;SN91010;31.07.2019;11;-
Fv91 Breivikeidet;SN91010;01.08.2019;12;-
Fv91 Breivikeidet;SN91010;02.08.2019;9,8;-
Fv91 Breivikeidet;SN91010;03.08.2019;10;-
Fv91 Breivikeidet;SN91010;04.08.2019;8,9;-
Fv91 Breivikeidet;SN91010;05.08.2019;7,5;-
Fv91 Breivikeidet;SN91010;06.08.2019;10,3;-
Fv91 Breivikeidet;SN91010;07.08.2019;11,8;-
Fv91 Breivikeidet;SN91010;08.08.2019;12,3;-
Fv91 Breivikeidet;SN91010;09.08.2019;10,4;-
Fv91 Breivikeidet;SN91010;10.08.2019;11,4;-
Fv91 Breivikeidet;SN91010;11.08.2019;13,1;-
Fv91 Breivikeidet;SN91010;12.08.2019;12,4;-
Fv91 Breivikeidet;SN91010;13.08.2019;12,4;-
Fv91 Breivikeidet;SN91010;14.08.2019;11,3;-
Fv91 Breivikeidet;SN91010;15.08.2019;9,6;-
Fv91 Breivikeidet;SN91010;16.08.2019;9,4;0
Fv91 Breivikeidet;SN91010;17.08.2019;10,9;0
Fv91 Breivikeidet;SN91010;18.08.2019;14,8;0
Fv91 Breivikeidet;SN91010;19.08.2019;12,5;0
Fv91 Breivikeidet;SN91010;20.08.2019;13,2;0
Fv91 Breivikeidet;SN91010;21.08.2019;11,6;0
Fv91 Breivikeidet;SN91010;23.08.2019;10,2;0
Fv91 Breivikeidet;SN91010;24.08.2019;7,4;0
Fv91 Breivikeidet;SN91010;25.08.2019;8,7;0
Fv91 Breivikeidet;SN91010;26.08.2019;12,4;0
Fv91 Breivikeidet;SN91010;28.08.2019;12,5;0
Fv91 Breivikeidet;SN91010;29.08.2019;15,2;0
Fv91 Breivikeidet;SN91010;30.08.2019;13,1;0
Fv91 Breivikeidet;SN91010;31.08.2019;12,9;0
Fv91 Breivikeidet;SN91010;01.09.2019;16,5;0
Fv91 Breivikeidet;SN91010;02.09.2019;12,1;0
Fv91 Breivikeidet;SN91010;03.09.2019;11,5;0
Fv91 Breivikeidet;SN91010;04.09.2019;10,5;0
Fv91 Breivikeidet;SN91010;05.09.2019;9,6;0
Fv91 Breivikeidet;SN91010;06.09.2019;8,2;0
Fv91 Breivikeidet;SN91010;07.09.2019;6,6;0
Fv91 Breivikeidet;SN91010;08.09.2019;6,8;0
Fv91 Breivikeidet;SN91010;09.09.2019;12,4;0
Fv91 Breivikeidet;SN91010;10.09.2019;10,3;0
Fv91 Breivikeidet;SN91010;11.09.2019;15;0
Fv91 Breivikeidet;SN91010;12.09.2019;11,6;0
Fv91 Breivikeidet;SN91010;13.09.2019;7,5;0
Fv91 Breivikeidet;SN91010;14.09.2019;5,2;0
Fv91 Breivikeidet;SN91010;15.09.2019;7,1;0
Fv91 Breivikeidet;SN91010;16.09.2019;4,5;0
Fv91 Breivikeidet;SN91010;17.09.2019;5,7;0
Fv91 Breivikeidet;SN91010;18.09.2019;5;0
Fv91 Breivikeidet;SN91010;19.09.2019;3,3;0
Fv91 Breivikeidet;SN91010;20.09.2019;4,2;0
Fv91 Breivikeidet;SN91010;21.09.2019;3;0
Fv91 Breivikeidet;SN91010;22.09.2019;3,5;0
Fv91 Breivikeidet;SN91010;23.09.2019;1,8;0
Fv91 Breivikeidet;SN91010;24.09.2019;2,6;0
Fv91 Breivikeidet;SN91010;25.09.2019;7,1;0
Fv91 Breivikeidet;SN91010;26.09.2019;8,9;0
Fv91 Breivikeidet;SN91010;27.09.2019;4,8;0
Fv91 Breivikeidet;SN91010;28.09.2019;5,1;0
Fv91 Breivikeidet;SN91010;29.09.2019;4,2;0
Fv91 Breivikeidet;SN91010;30.09.2019;5,5;0
Fv91 Breivikeidet;SN91010;01.10.2019;6,7;0
Fv91 Breivikeidet;SN91010;02.10.2019;3,1;0
Fv91 Breivikeidet;SN91010;03.10.2019;1,5;0
Fv91 Breivikeidet;SN91010;04.10.2019;2,3;0
Fv91 Breivikeidet;SN91010;05.10.2019;4;0
Fv91 Breivikeidet;SN91010;06.10.2019;5,2;0
Fv91 Breivikeidet;SN91010;07.10.2019;3,5;0
Fv91 Breivikeidet;SN91010;08.10.2019;2;0
Fv91 Breivikeidet;SN91010;09.10.2019;1,6;0
Fv91 Breivikeidet;SN91010;10.10.2019;0,2;0
Fv91 Breivikeidet;SN91010;11.10.2019;-3,1;0
Fv91 Breivikeidet;SN91010;12.10.2019;-5;0
Fv91 Breivikeidet;SN91010;13.10.2019;-3,6;0
Fv91 Breivikeidet;SN91010;14.10.2019;-3,8;0
Fv91 Breivikeidet;SN91010;15.10.2019;-5,9;0
Fv91 Breivikeidet;SN91010;16.10.2019;-4,5;0
Fv91 Breivikeidet;SN91010;17.10.2019;-6,7;0
Fv91 Breivikeidet;SN91010;18.10.2019;0,4;0
Fv91 Breivikeidet;SN91010;19.10.2019;-2,7;0
Fv91 Breivikeidet;SN91010;20.10.2019;-3,7;0
Fv91 Breivikeidet;SN91010;21.10.2019;0;3
Fv91 Breivikeidet;SN91010;22.10.2019;2;2
Fv91 Breivikeidet;SN91010;28.10.2019;-3;10
Fv91 Breivikeidet;SN91010;29.10.2019;-4,6;16
Fv91 Breivikeidet;SN91010;30.10.2019;-11,8;14
Fv91 Breivikeidet;SN91010;31.10.2019;-7,2;12
Fv91 Breivikeidet;SN91010;01.11.2019;-1,4;23
Fv91 Breivikeidet;SN91010;02.11.2019;-2,7;39
Fv91 Breivikeidet;SN91010;03.11.2019;-3,8;51
Fv91 Breivikeidet;SN91010;04.11.2019;-3,5;44
Fv91 Breivikeidet;SN91010;05.11.2019;-1,8;52
Fv91 Breivikeidet;SN91010;06.11.2019;-9,2;49
Fv91 Breivikeidet;SN91010;07.11.2019;-19,1;-
Fv91 Breivikeidet;SN91010;08.11.2019;-20,8;43
Fv91 Breivikeidet;SN91010;09.11.2019;-23;40
Fv91 Breivikeidet;SN91010;10.11.2019;-19,9;39
Fv91 Breivikeidet;SN91010;11.11.2019;-19,2;37
Fv91 Breivikeidet;SN91010;12.11.2019;-9,7;36
Fv91 Breivikeidet;SN91010;13.11.2019;-3,5;35
Fv91 Breivikeidet;SN91010;14.11.2019;-10,3;34
Fv91 Breivikeidet;SN91010;15.11.2019;0,6;34
Fv91 Breivikeidet;SN91010;16.11.2019;-11,7;32
Fv91 Breivikeidet;SN91010;17.11.2019;-8,7;32
Fv91 Breivikeidet;SN91010;18.11.2019;-9,5;32
Fv91 Breivikeidet;SN91010;19.11.2019;-2,4;32
Fv91 Breivikeidet;SN91010;20.11.2019;-2,4;31
Fv91 Breivikeidet;SN91010;21.11.2019;6,1;30
Fv91 Breivikeidet;SN91010;22.11.2019;-4;21
Fv91 Breivikeidet;SN91010;23.11.2019;-3,2;21
Fv91 Breivikeidet;SN91010;24.11.2019;0,1;21
Fv91 Breivikeidet;SN91010;25.11.2019;2,4;20
Fv91 Breivikeidet;SN91010;26.11.2019;-0,9;21
Fv91 Breivikeidet;SN91010;27.11.2019;-8,9;31
Fv91 Breivikeidet;SN91010;28.11.2019;-18,8;28
Fv91 Breivikeidet;SN91010;29.11.2019;-10;27
Fv91 Breivikeidet;SN91010;30.11.2019;-3,4;41
Fv91 Breivikeidet;SN91010;01.12.2019;0;58
Fv91 Breivikeidet;SN91010;02.12.2019;-0,7;69
Fv91 Breivikeidet;SN91010;03.12.2019;-1,3;87
Fv91 Breivikeidet;SN91010;04.12.2019;4;76
Fv91 Breivikeidet;SN91010;05.12.2019;1,6;52
Fv91 Breivikeidet;SN91010;06.12.2019;-3,4;52
Fv91 Breivikeidet;SN91010;08.12.2019;-7,2;51
Fv91 Breivikeidet;SN91010;09.12.2019;-12,3;59
Fv91 Breivikeidet;SN91010;10.12.2019;-7,3;67
Fv91 Breivikeidet;SN91010;11.12.2019;-2;74
Fv91 Breivikeidet;SN91010;12.12.2019;-6,7;70
Fv91 Breivikeidet;SN91010;13.12.2019;-11,2;68
Fv91 Breivikeidet;SN91010;15.12.2019;-7,7;65
Fv91 Breivikeidet;SN91010;16.12.2019;-7,7;64
Fv91 Breivikeidet;SN91010;17.12.2019;-6,8;64
Fv91 Breivikeidet;SN91010;18.12.2019;-4,3;65
Fv91 Breivikeidet;SN91010;19.12.2019;-7,1;68
Fv91 Breivikeidet;SN91010;20.12.2019;-9,5;67
Fv91 Breivikeidet;SN91010;24.12.2019;0,5;66
Fv91 Breivikeidet;SN91010;25.12.2019;1,5;64
Fv91 Breivikeidet;SN91010;26.12.2019;-9,6;64
Fv91 Breivikeidet;SN91010;27.12.2019;-8,6;64
Fv91 Breivikeidet;SN91010;28.12.2019;0,9;64
Fv91 Breivikeidet;SN91010;29.12.2019;3,2;56
Fv91 Breivikeidet;SN91010;30.12.2019;0,8;52
Fv91 Breivikeidet;SN91010;31.12.2019;-1,6;53
Fv91 Breivikeidet;SN91010;01.01.2020;-4,9;56
Fv91 Breivikeidet;SN91010;02.01.2020;2,9;54
Fv91 Breivikeidet;SN91010;03.01.2020;-0,8;53
Fv91 Breivikeidet;SN91010;04.01.2020;-2,4;61
Fv91 Breivikeidet;SN91010;07.01.2020;3;68
Fv91 Breivikeidet;SN91010;08.01.2020;2,8;64
Fv91 Breivikeidet;SN91010;09.01.2020;1;61
Fv91 Breivikeidet;SN91010;10.01.2020;0,6;70
Fv91 Breivikeidet;SN91010;11.01.2020;-0,7;81
Fv91 Breivikeidet;SN91010;16.01.2020;-3;83
Fv91 Breivikeidet;SN91010;17.01.2020;-3,8;82
Fv91 Breivikeidet;SN91010;18.01.2020;-7,7;82
Fv91 Breivikeidet;SN91010;19.01.2020;-6,5;82
Fv91 Breivikeidet;SN91010;20.01.2020;2;85
Fv91 Breivikeidet;SN91010;21.01.2020;-0,2;84
Fv91 Breivikeidet;SN91010;22.01.2020;-2;97
Fv91 Breivikeidet;SN91010;23.01.2020;-2,9;97
Fv91 Breivikeidet;SN91010;24.01.2020;-4,3;112
Fv91 Breivikeidet;SN91010;25.01.2020;-5,1;109
Fv91 Breivikeidet;SN91010;26.01.2020;-16,8;107
Fv91 Breivikeidet;SN91010;29.01.2020;-12,3;102
Fv91 Breivikeidet;SN91010;30.01.2020;-9,2;101
Fv91 Breivikeidet;SN91010;31.01.2020;-1,4;100
Fv91 Breivikeidet;SN91010;01.02.2020;-1,4;99
Fv91 Breivikeidet;SN91010;02.02.2020;-2,2;99
Fv91 Breivikeidet;SN91010;03.02.2020;-3,6;114
Fv91 Breivikeidet;SN91010;04.02.2020;-5,7;129
Fv91 Breivikeidet;SN91010;05.02.2020;-5,8;133
Fv91 Breivikeidet;SN91010;06.02.2020;-4,2;143
Fv91 Breivikeidet;SN91010;07.02.2020;0,5;144
Fv91 Breivikeidet;SN91010;08.02.2020;3,6;127
Fv91 Breivikeidet;SN91010;09.02.2020;0,8;117
Fv91 Breivikeidet;SN91010;10.02.2020;-1,3;115
Fv91 Breivikeidet;SN91010;11.02.2020;0,9;120
Fv91 Breivikeidet;SN91010;12.02.2020;0,5;116
Fv91 Breivikeidet;SN91010;13.02.2020;-3,7;123
Fv91 Breivikeidet;SN91010;14.02.2020;-2,7;123
Fv91 Breivikeidet;SN91010;15.02.2020;-11,1;132
Fv91 Breivikeidet;SN91010;16.02.2020;-5,4;128
Fv91 Breivikeidet;SN91010;17.02.2020;0;128
Fv91 Breivikeidet;SN91010;18.02.2020;-1,5;129
Fv91 Breivikeidet;SN91010;19.02.2020;-6,2;133
Fv91 Breivikeidet;SN91010;20.02.2020;-9,7;131
Fv91 Breivikeidet;SN91010;21.02.2020;0,8;130
Fv91 Breivikeidet;SN91010;22.02.2020;5;128
Fv91 Breivikeidet;SN91010;23.02.2020;1,4;126
Fv91 Breivikeidet;SN91010;24.02.2020;-2,1;132
Fv91 Breivikeidet;SN91010;25.02.2020;-4,8;154
Fv91 Breivikeidet;SN91010;26.02.2020;-4;157
Fv91 Breivikeidet;SN91010;27.02.2020;-3,7;158
Fv91 Breivikeidet;SN91010;28.02.2020;-6,8;154
Fv91 Breivikeidet;SN91010;29.02.2020;-4,2;151
Fv91 Breivikeidet;SN91010;01.03.2020;-8;169
Fv91 Breivikeidet;SN91010;02.03.2020;-4,5;173
Fv91 Breivikeidet;SN91010;03.03.2020;-7,8;182
Fv91 Breivikeidet;SN91010;04.03.2020;-10;175
Fv91 Breivikeidet;SN91010;05.03.2020;-6,3;169
Fv91 Breivikeidet;SN91010;06.03.2020;-1,4;168
Fv91 Breivikeidet;SN91010;07.03.2020;1,2;169
Fv91 Breivikeidet;SN91010;08.03.2020;-4,4;165
Fv91 Breivikeidet;SN91010;09.03.2020;2,2;164
Fv91 Breivikeidet;SN91010;10.03.2020;-2,3;159
Fv91 Breivikeidet;SN91010;11.03.2020;-3,9;156
Fv91 Breivikeidet;SN91010;12.03.2020;-3,2;157
Fv91 Breivikeidet;SN91010;13.03.2020;-6,5;157
Fv91 Breivikeidet;SN91010;14.03.2020;-6;172
Fv91 Breivikeidet;SN91010;15.03.2020;-3,5;166
Fv91 Breivikeidet;SN91010;16.03.2020;-3,2;167
Fv91 Breivikeidet;SN91010;17.03.2020;-1,5;164
Fv91 Breivikeidet;SN91010;18.03.2020;0,3;163
Fv91 Breivikeidet;SN91010;19.03.2020;-5,1;173
Fv91 Breivikeidet;SN91010;27.03.2020;1,7;-
Fv91 Breivikeidet;SN91010;28.03.2020;-3,3;156
Fv91 Breivikeidet;SN91010;29.03.2020;-4,8;-
Fv91 Breivikeidet;SN91010;30.03.2020;-3,9;182
Fv91 Breivikeidet;SN91010;31.03.2020;-1,1;183
Fv91 Breivikeidet;SN91010;01.04.2020;-3,6;176
Fv91 Breivikeidet;SN91010;02.04.2020;-9,3;174
Fv91 Breivikeidet;SN91010;03.04.2020;-7,1;172
Fv91 Breivikeidet;SN91010;04.04.2020;-6;173
Fv91 Breivikeidet;SN91010;05.04.2020;-4,9;178
Fv91 Breivikeidet;SN91010;06.04.2020;-4,6;205
Fv91 Breivikeidet;SN91010;07.04.2020;3,4;195
Fv91 Breivikeidet;SN91010;08.04.2020;2,1;174
Fv91 Breivikeidet;SN91010;09.04.2020;-1,9;173
Fv91 Breivikeidet;SN91010;10.04.2020;-2,4;180
Fv91 Breivikeidet;SN91010;17.04.2020;2,1;177
Fv91 Breivikeidet;SN91010;18.04.2020;2,9;174
Fv91 Breivikeidet;SN91010;19.04.2020;4,5;167
Fv91 Breivikeidet;SN91010;20.04.2020;5,1;157
Fv91 Breivikeidet;SN91010;21.04.2020;3,5;148
Fv91 Breivikeidet;SN91010;22.04.2020;3,7;144
Fv91 Breivikeidet;SN91010;23.04.2020;1,9;140
Fv91 Breivikeidet;SN91010;24.04.2020;1;137
Fv91 Breivikeidet;SN91010;25.04.2020;1,1;138
Fv91 Breivikeidet;SN91010;26.04.2020;1;146
Fv91 Breivikeidet;SN91010;27.04.2020;0,5;148
Fv91 Breivikeidet;SN91010;28.04.2020;0,4;144
Fv91 Breivikeidet;SN91010;29.04.2020;-0,1;140
Fv91 Breivikeidet;SN91010;30.04.2020;0,2;139
Fv91 Breivikeidet;SN91010;01.05.2020;1,4;137
Fv91 Breivikeidet;SN91010;02.05.2020;4,3;134
Fv91 Breivikeidet;SN91010;03.05.2020;4,7;128
Fv91 Breivikeidet;SN91010;04.05.2020;2,7;124
Fv91 Breivikeidet;SN91010;05.05.2020;4,5;118
Fv91 Breivikeidet;SN91010;06.05.2020;3;114
Fv91 Breivikeidet;SN91010;07.05.2020;1,2;110
Fv91 Breivikeidet;SN91010;08.05.2020;1;111
Fv91 Breivikeidet;SN91010;09.05.2020;1;108
Fv91 Breivikeidet;SN91010;10.05.2020;1,7;105
Fv91 Breivikeidet;SN91010;11.05.2020;0,9;107
Fv91 Breivikeidet;SN91010;12.05.2020;0,1;109
Fv91 Breivikeidet;SN91010;13.05.2020;1,8;108
Fv91 Breivikeidet;SN91010;14.05.2020;1,4;101
Fv91 Breivikeidet;SN91010;15.05.2020;1,8;105
Fv91 Breivikeidet;SN91010;16.05.2020;4,7;101
Fv91 Breivikeidet;SN91010;17.05.2020;1,9;97
Fv91 Breivikeidet;SN91010;18.05.2020;3,1;93
Fv91 Breivikeidet;SN91010;19.05.2020;3,3;86
Fv91 Breivikeidet;SN91010;20.05.2020;3,8;80
Fv91 Breivikeidet;SN91010;21.05.2020;4,6;76
Fv91 Breivikeidet;SN91010;22.05.2020;5,5;69
Fv91 Breivikeidet;SN91010;23.05.2020;8,9;62
Fv91 Breivikeidet;SN91010;24.05.2020;8,5;53
Fv91 Breivikeidet;SN91010;18.09.2020;7,2;-
Fv91 Breivikeidet;SN91010;19.09.2020;5,4;-
Fv91 Breivikeidet;SN91010;20.09.2020;5,9;-
Fv91 Breivikeidet;SN91010;21.09.2020;6,3;-
Fv91 Breivikeidet;SN91010;22.09.2020;5,6;-
Fv91 Breivikeidet;SN91010;23.09.2020;6,7;-
Fv91 Breivikeidet;SN91010;24.09.2020;5,4;-
Fv91 Breivikeidet;SN91010;25.09.2020;6,4;-
Fv91 Breivikeidet;SN91010;26.09.2020;3,8;-
Fv91 Breivikeidet;SN91010;27.09.2020;2;-
Fv91 Breivikeidet;SN91010;28.09.2020;5,6;-
Fv91 Breivikeidet;SN91010;29.09.2020;9,5;-
Fv91 Breivikeidet;SN91010;30.09.2020;8;-
Fv91 Breivikeidet;SN91010;01.10.2020;8,6;-
Fv91 Breivikeidet;SN91010;02.10.2020;7,7;-
Fv91 Breivikeidet;SN91010;03.10.2020;5,2;-
Fv91 Breivikeidet;SN91010;04.10.2020;4,7;-
Fv91 Breivikeidet;SN91010;05.10.2020;7,7;-
Fv91 Breivikeidet;SN91010;06.10.2020;12,1;-
Fv91 Breivikeidet;SN91010;07.10.2020;12,5;-
Fv91 Breivikeidet;SN91010;08.10.2020;12,9;-
Fv91 Breivikeidet;SN91010;09.10.2020;8;-
Fv91 Breivikeidet;SN91010;10.10.2020;8,4;-
Fv91 Breivikeidet;SN91010;11.10.2020;7,1;-
Fv91 Breivikeidet;SN91010;12.10.2020;4,5;-
Fv91 Breivikeidet;SN91010;13.10.2020;2;-
Fv91 Breivikeidet;SN91010;14.10.2020;4,5;-
Fv91 Breivikeidet;SN91010;15.10.2020;3,6;-
Fv91 Breivikeidet;SN91010;16.10.2020;3,1;-
Fv91 Breivikeidet;SN91010;17.10.2020;1,2;-
Fv91 Breivikeidet;SN91010;18.10.2020;-2,6;0
Fv91 Breivikeidet;SN91010;19.10.2020;-7,7;0
Fv91 Breivikeidet;SN91010;20.10.2020;-8,9;0
